Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Exam_Score
20,70,Yes,6,79,67
27,71,Yes,10,68,66
12,96,No,9,65,69
23,86,Yes,8,71,71
31,63,No,5,73,68
23,65,No,6,67,65
22,66,No,6,63,64
20,85,No,6,81,68
11,89,No,9,69,64
28,94,No,7,60,71
16,98,No,6,88,70
23,68,Yes,6,86,68
11,72,Yes,6,94,63
13,70,Yes,8,78,61
29,74,No,5,64,66
18,97,Yes,7,93,75
29,83,Yes,8,64,71
20,90,Yes,4,83,69
9,80,No,5,60,62
25,61,No,7,81,65
16,63,No,9,92,61
24,82,No,9,77,69
20,89,Yes,6,74,66
11,69,Yes,9,100,64
21,89,Yes,7,51,69
33,92,Yes,7,67,78
23,76,Yes,7,96,68
20,90,No,8,82,70
26,76,Yes,6,77,68
21,87,Yes,6,82,68
21,91,No,5,66,69
13,100,Yes,8,54,68
21,74,Yes,8,64,80
26,76,Yes,8,67,67
15,67,Yes,5,74,64
29,68,No,6,70,64
19,88,Yes,9,76,68
15,97,No,7,60,67
26,76,No,7,59,65
18,67,Yes,7,68,66
25,71,Yes,8,74,67
18,78,No,7,67,64
20,72,Yes,6,79,66
23,69,Yes,8,66,63
22,89,No,5,59,71
8,60,Yes,9,93,62
13,82,No,6,60,64
26,92,Yes,8,98,72
19,71,Yes,7,99,65
17,84,No,6,85,67
12,87,Yes,9,75,65
14,86,Yes,8,90,63
8,78,No,7,94,65
19,74,Yes,10,85,67
16,93,Yes,8,55,67
14,90,Yes,6,50,65
20,73,Yes,4,60,64
22,64,No,7,59,64
33,63,Yes,9,59,69
11,64,No,8,75,60
27,83,Yes,9,76,70
26,62,No,6,86,66
15,73,Yes,7,60,66
21,90,No,7,55,68
17,72,No,7,83,62
21,91,Yes,8,74,70
29,90,Yes,9,83,72
24,70,Yes,10,69,64
23,89,No,9,88,71
17,90,No,8,84,67
11,76,No,6,83,64
19,68,No,7,51,64
27,81,Yes,8,93,72
11,97,Yes,7,69,66
14,86,No,6,57,68
21,67,Yes,6,88,95
14,87,Yes,8,74,64
15,77,Yes,7,52,64
17,84,Yes,7,89,68
12,89,Yes,7,72,67
14,81,No,6,88,67
24,93,Yes,7,88,71
12,89,Yes,6,55,63
10,85,Yes,6,81,66
16,66,No,5,68,65
24,93,Yes,7,77,68
19,97,Yes,8,54,68
17,65,No,9,79,62
20,80,Yes,5,89,67
10,70,Yes,9,99,65
23,90,Yes,7,66,71
22,89,Yes,5,58,71
18,66,Yes,6,68,61
26,95,No,4,51,70
13,67,Yes,5,70,60
27,92,No,10,96,70
21,78,No,6,60,67
18,73,Yes,8,74,66
20,66,Yes,7,79,63
19,67,No,7,59,65
27,86,Yes,8,67,75
14,82,No,4,96,66
15,65,No,9,65,61
26,65,Yes,7,82,65
16,63,Yes,6,57,61
25,90,Yes,8,83,73
30,88,Yes,6,64,73
18,62,Yes,7,62,63
24,82,No,7,56,67
13,63,Yes,8,52,62
25,96,No,7,98,71
21,96,Yes,5,71,70
23,88,No,8,89,70
16,97,No,7,96,69
10,92,No,4,60,66
23,93,Yes,7,93,72
8,83,Yes,6,85,63
18,72,Yes,8,79,65
26,69,Yes,6,90,71
21,73,No,5,56,66
32,85,Yes,9,63,69
26,67,No,8,57,62
16,70,No,7,95,66
20,79,Yes,8,55,66
20,69,Yes,8,99,64
11,84,Yes,7,55,63
14,97,Yes,5,83,68
17,90,No,7,83,68
8,87,No,9,97,67
20,83,Yes,8,66,67
19,80,Yes,7,67,68
10,67,Yes,8,92,65
22,96,Yes,7,99,74
24,70,Yes,9,52,85
21,64,No,9,82,64
18,90,Yes,5,62,67
24,67,Yes,9,86,68
24,75,Yes,10,89,67
22,61,No,8,88,65
15,65,Yes,8,72,63
22,67,Yes,6,58,64
27,62,Yes,6,79,62
16,86,Yes,7,89,68
33,93,Yes,6,96,75
17,75,No,5,73,63
20,95,Yes,7,62,68
16,69,No,8,56,63
21,73,No,5,90,68
10,66,No,7,77,62
17,85,Yes,7,84,67
13,77,No,7,58,66
21,85,No,8,50,65
26,90,Yes,8,98,69
24,82,No,6,91,70
6,85,Yes,9,70,64
32,97,Yes,8,73,75
22,72,Yes,9,96,66
15,74,No,7,60,62
21,89,No,7,90,70
21,84,No,7,51,68
16,67,Yes,9,94,66
21,75,Yes,7,79,65
16,79,Yes,7,74,68
18,77,No,10,85,68
16,67,Yes,5,53,62
11,97,Yes,8,60,66
21,90,No,7,70,68
24,79,No,7,81,69
23,87,No,6,57,67
25,96,Yes,6,69,74
22,65,No,6,63,61
17,70,No,8,82,64
25,82,No,8,96,69
12,92,No,4,58,66
15,61,No,5,59,61
14,99,Yes,8,80,71
26,78,Yes,8,73,71
26,74,No,5,86,69
23,72,Yes,8,64,66
26,67,Yes,7,77,64
15,92,No,8,69,68
22,98,Yes,6,64,71
19,77,Yes,5,86,66
25,98,Yes,7,90,94
19,93,Yes,7,66,68
18,79,No,7,81,66
23,87,No,6,59,70
25,77,No,10,90,68
16,82,No,4,64,65
20,62,Yes,6,59,64
14,88,Yes,6,97,69
5,62,No,7,71,59
21,93,No,8,82,70
24,93,Yes,8,90,72
22,69,No,9,84,64
8,73,No,8,78,63
18,79,Yes,4,69,67
7,84,Yes,5,96,62
28,71,Yes,9,57,69
13,84,Yes,9,94,66
28,72,No,8,85,66
26,62,No,6,79,63
15,60,No,7,66,62
13,64,No,6,57,58
22,92,No,5,72,67
15,98,Yes,7,89,68
21,77,No,10,87,67
17,81,No,6,82,67
9,66,No,9,100,62
7,82,Yes,6,99,66
21,66,Yes,5,70,65
17,84,Yes,8,60,67
17,97,No,7,73,69
24,68,Yes,9,92,67
27,91,Yes,9,73,69
18,61,No,7,67,62
18,75,Yes,9,87,67
23,64,Yes,6,83,63
12,74,No,6,98,65
21,67,Yes,9,77,66
23,75,Yes,5,98,71
24,77,Yes,7,65,70
8,72,Yes,9,93,68
15,86,Yes,9,68,67
15,97,No,6,90,71
21,76,Yes,9,96,65
23,68,Yes,5,81,64
29,71,Yes,6,86,69
17,94,Yes,7,98,68
17,83,Yes,8,69,67
27,78,Yes,5,76,71
22,66,Yes,10,95,64
28,78,Yes,4,84,69
22,71,Yes,7,94,68
13,98,Yes,7,81,69
12,95,No,4,87,67
11,63,Yes,9,51,58
24,81,Yes,6,67,66
27,69,Yes,7,89,69
31,76,Yes,7,70,70
25,95,Yes,5,68,70
27,81,Yes,5,98,70
17,73,No,9,78,66
13,68,No,7,60,61
25,92,Yes,4,74,71
23,85,Yes,7,76,69
21,79,Yes,7,99,69
22,69,No,7,86,65
22,73,Yes,4,76,69
28,98,Yes,7,72,74
28,81,Yes,6,96,71
23,76,No,7,82,68
25,81,Yes,8,68,69
23,91,Yes,8,73,68
17,74,No,9,64,63
25,67,Yes,10,98,68
12,83,Yes,5,85,67
26,87,No,6,70,71
13,89,No,8,59,66
22,95,No,7,59,69
15,75,Yes,4,74,68
23,63,No,7,73,63
20,98,No,9,71,69
10,77,Yes,5,93,66
23,85,Yes,7,99,71
17,87,No,4,68,68
25,82,Yes,8,65,69
20,68,Yes,7,89,65
22,90,Yes,6,72,68
14,92,Yes,6,61,67
16,82,No,5,59,65
17,80,Yes,9,64,65
25,65,Yes,6,50,64
30,63,No,8,97,69
15,74,No,6,72,64
26,72,No,10,54,66
7,98,Yes,9,58,65
13,91,Yes,10,66,69
14,86,Yes,10,78,66
12,81,Yes,6,85,64
10,67,Yes,6,65,61
22,99,No,10,98,72
19,75,Yes,7,88,67
22,64,Yes,8,91,63
24,80,No,6,66,69
22,95,Yes,6,69,70
24,95,Yes,8,77,71
20,60,Yes,4,73,60
13,95,Yes,8,63,70
26,71,No,8,100,69
16,62,No,6,92,63
14,94,Yes,7,62,69
19,95,Yes,7,95,71
15,84,Yes,7,79,68
17,83,No,8,51,64
22,93,No,6,67,68
22,91,Yes,10,51,69
15,96,No,7,54,65
17,82,Yes,7,59,68
26,99,Yes,10,74,74
23,100,Yes,4,69,72
32,65,No,10,57,67
27,94,Yes,7,70,73
27,80,No,6,65,68
12,76,Yes,5,71,61
25,85,No,5,59,70
20,62,Yes,6,80,62
17,80,Yes,7,52,67
21,95,Yes,8,69,69
26,69,No,7,95,93
23,77,No,6,71,68
15,98,Yes,9,72,69
24,77,Yes,10,53,68
16,74,No,9,80,64
21,78,Yes,6,97,69
18,81,No,8,65,66
19,85,No,8,70,68
25,92,Yes,9,79,72
14,78,No,6,55,63
32,93,No,6,98,73
9,81,Yes,9,73,65
16,74,Yes,8,56,65
22,86,Yes,5,67,68
24,89,No,8,69,70
19,82,No,10,67,65
20,62,Yes,6,85,66
22,67,Yes,6,67,66
19,71,Yes,7,66,65
28,71,No,8,66,69
25,87,Yes,7,89,69
25,61,No,9,65,64
14,90,Yes,7,51,66
20,71,Yes,9,68,63
18,72,Yes,6,64,68
14,81,Yes,5,95,68
22,69,No,6,74,65
17,95,No,5,62,69
24,63,No,8,99,66
14,78,No,4,62,63
30,94,Yes,6,88,72
15,85,No,7,82,67
21,72,No,5,73,67
25,77,Yes,7,70,68
17,88,Yes,7,94,71
25,99,No,9,74,73
13,96,No,5,69,68
29,74,No,8,68,69
20,100,Yes,8,64,69
16,60,No,7,70,63
18,61,Yes,6,56,62
25,93,Yes,5,53,70
16,68,No,10,77,66
16,62,No,7,73,62
19,69,Yes,7,59,64
13,77,Yes,10,55,63
31,89,Yes,7,57,71
17,85,Yes,10,66,67
25,70,Yes,5,73,67
21,80,Yes,7,60,67
14,97,Yes,5,88,71
20,93,No,7,60,69
25,73,Yes,7,56,93
19,99,Yes,6,100,72
27,88,No,7,72,71
26,62,No,6,59,63
26,61,Yes,7,95,65
17,67,Yes,6,62,61
14,89,No,9,96,66
16,67,Yes,5,56,61
21,80,No,7,92,67
23,64,Yes,5,59,64
7,97,No,6,97,69
20,74,No,6,79,64
21,96,Yes,7,59,70
18,98,Yes,7,92,73
28,60,Yes,5,70,63
23,79,Yes,6,87,68
28,61,Yes,6,82,64
19,96,Yes,5,86,69
26,81,Yes,9,67,69
30,63,No,5,97,67
28,64,Yes,7,78,69
13,75,No,10,54,62
18,98,No,9,53,66
18,88,No,8,87,68
23,95,No,7,92,71
24,75,No,8,85,66
15,62,No,8,64,62
20,99,Yes,9,61,68
8,61,Yes,7,78,59
29,98,Yes,9,60,70
17,75,Yes,7,69,66
20,60,Yes,10,81,65
18,88,No,7,64,66
27,99,Yes,5,69,73
3,99,Yes,7,68,65
20,66,Yes,8,73,65
19,67,No,9,84,64
17,83,Yes,6,89,69
30,85,No,4,83,74
15,90,Yes,8,51,68
25,67,No,8,95,65
22,98,Yes,5,79,72
28,86,Yes,7,96,71
16,94,No,7,98,69
16,82,Yes,8,73,67
27,77,Yes,6,96,71
23,99,Yes,6,68,68
11,83,No,7,63,63
17,95,No,5,54,69
22,98,No,10,73,68
25,87,Yes,8,84,73
16,82,Yes,6,99,69
3,60,Yes,5,76,58
23,62,No,5,87,65
13,68,Yes,8,95,63
8,67,No,5,77,59
3,70,Yes,7,58,58
25,72,Yes,4,92,66
21,74,Yes,8,79,67
19,77,Yes,8,88,67
28,64,No,7,83,67
24,62,Yes,7,53,65
30,87,Yes,8,58,71
12,81,Yes,7,64,66
20,78,Yes,8,64,68
10,85,Yes,5,92,65
19,93,No,8,80,71
19,77,Yes,7,54,64
24,86,Yes,9,69,72
20,98,No,7,78,69
24,94,No,7,63,70
24,77,Yes,6,52,66
33,86,No,9,69,70
18,67,No,4,73,62
14,82,Yes,8,95,66
21,99,No,7,95,70
15,81,Yes,7,75,63
29,97,Yes,7,74,73
18,76,Yes,7,82,70
17,100,No,8,63,71
17,83,No,6,64,65
24,62,Yes,7,50,64
19,83,Yes,8,54,66
16,71,Yes,6,59,82
30,61,Yes,8,82,68
15,93,No,8,61,67
20,71,Yes,6,56,68
24,92,Yes,5,81,69
10,72,Yes,6,83,63
23,68,No,7,53,66
14,99,No,7,89,68
25,74,Yes,9,80,71
14,84,Yes,6,70,69
24,84,Yes,6,99,70
27,82,No,8,51,70
25,97,Yes,6,77,73
22,87,Yes,6,58,68
19,76,Yes,6,66,65
17,94,Yes,4,57,72
29,67,Yes,8,83,67
16,82,Yes,8,70,68
14,98,Yes,8,99,69
24,85,Yes,10,83,70
15,93,Yes,9,96,69
14,86,Yes,6,62,68
11,94,No,9,66,65
17,98,Yes,7,68,70
20,71,Yes,6,92,65
21,67,No,6,61,61
26,79,No,7,97,69
23,88,Yes,7,52,67
19,69,Yes,9,94,65
19,60,No,8,73,63
23,74,Yes,6,76,67
28,99,No,5,100,76
21,88,No,8,94,70
17,76,Yes,8,95,67
14,68,Yes,9,79,66
11,74,Yes,7,98,65
24,67,No,8,84,65
23,64,No,8,91,63
23,96,Yes,5,86,74
19,100,Yes,7,89,72
28,67,No,8,82,68
17,62,No,8,86,62
26,73,No,7,72,65
20,78,Yes,10,85,69
16,68,Yes,10,64,61
24,72,Yes,7,82,67
22,68,No,7,76,66
22,91,Yes,8,95,70
20,89,No,7,84,72
20,85,Yes,9,80,69
34,75,Yes,5,66,68
27,96,No,7,93,74
24,99,No,8,53,70
21,67,Yes,9,95,67
26,69,Yes,5,83,68
23,81,No,6,59,69
20,64,No,4,95,66
18,77,No,6,66,66
20,83,Yes,5,58,68
1,81,Yes,8,66,60
21,73,No,7,98,69
17,82,No,7,88,66
30,98,Yes,7,96,77
20,68,No,9,65,63
13,86,Yes,5,54,66
20,62,Yes,4,78,64
14,63,No,8,74,63
23,82,Yes,6,86,68
22,64,No,5,77,65
26,61,Yes,8,70,65
15,67,Yes,4,50,64
20,83,Yes,6,73,68
12,88,Yes,4,56,62
24,68,Yes,7,96,67
23,87,Yes,9,96,73
23,67,Yes,6,90,69
20,85,No,6,58,65
22,76,Yes,10,57,66
30,86,No,8,78,73
18,100,Yes,10,86,72
21,98,Yes,7,95,72
13,60,Yes,7,95,61
15,95,Yes,9,58,69
21,63,No,7,100,66
27,98,No,7,58,74
18,71,Yes,4,92,64
19,75,Yes,10,79,66
18,64,Yes,8,84,64
17,64,No,7,80,66
22,89,No,8,93,72
11,98,Yes,5,82,71
28,84,Yes,6,92,70
16,89,Yes,8,58,67
24,90,No,7,93,71
12,71,No,8,100,63
24,62,No,7,83,64
24,60,Yes,8,99,64
22,74,No,5,61,65
14,70,Yes,9,91,65
21,62,No,6,58,62
13,67,Yes,7,76,65
18,65,No,6,83,64
26,97,Yes,7,83,74
25,66,Yes,7,84,67
20,82,No,8,66,66
14,84,No,8,99,70
24,82,No,8,50,68
20,64,No,6,81,64
6,73,No,8,93,58
25,62,Yes,7,95,65
20,76,Yes,7,86,68
27,68,No,8,79,64
13,82,No,5,73,66
1,88,Yes,4,72,92
22,81,Yes,9,71,69
22,77,No,7,85,68
10,75,No,8,87,63
14,94,Yes,6,76,64
37,69,Yes,9,87,68
18,89,No,8,76,67
24,90,Yes,7,55,68
16,77,Yes,7,93,66
7,72,Yes,4,94,66
19,79,Yes,8,63,68
18,64,Yes,9,89,64
18,62,Yes,7,76,63
19,64,Yes,7,56,62
22,67,No,7,70,66
19,80,Yes,9,54,65
12,94,Yes,9,89,66
23,69,Yes,6,60,66
8,97,Yes,8,58,69
8,98,Yes,7,60,67
24,98,No,8,61,75
23,94,Yes,6,84,73
20,75,Yes,9,82,66
12,63,No,8,56,61
16,83,Yes,9,86,68
18,82,Yes,5,67,67
10,94,No,5,73,66
16,100,No,10,56,69
24,80,No,9,85,69
29,74,Yes,6,69,67
17,67,No,8,82,65
25,60,No,6,71,63
9,80,Yes,4,52,63
24,82,No,4,85,66
15,93,Yes,7,78,66
22,80,Yes,9,72,69
19,97,Yes,9,60,72
28,85,Yes,9,81,70
15,94,Yes,8,64,68
24,66,Yes,7,71,66
18,94,Yes,9,53,67
19,87,No,4,89,68
19,67,Yes,8,55,62
15,68,No,5,95,64
20,97,Yes,6,93,71
20,61,No,8,99,65
21,79,Yes,8,95,69
21,73,No,6,99,65
25,87,No,8,94,71
26,94,No,8,56,69
14,74,Yes,7,72,65
25,77,Yes,7,54,66
13,99,Yes,10,77,68
24,91,Yes,7,76,72
24,96,Yes,7,96,74
9,78,No,7,98,64
21,69,Yes,7,63,64
17,76,Yes,8,79,63
15,89,No,9,73,66
28,64,Yes,7,77,67
16,71,Yes,6,77,64
15,62,No,10,96,62
20,77,Yes,7,95,66
24,93,No,4,56,71
19,61,Yes,10,67,63
27,87,Yes,9,88,72
23,97,No,9,84,71
7,69,No,9,82,61
17,88,Yes,10,100,71
17,99,No,5,67,69
23,98,Yes,6,76,74
4,69,Yes,6,99,61
35,64,No,6,85,68
23,66,Yes,7,82,67
21,88,No,6,58,70
27,89,No,5,62,69
34,87,No,6,69,72
25,73,Yes,7,73,66
26,67,No,9,75,67
21,83,No,6,95,70
19,79,Yes,8,55,68
17,89,Yes,5,62,68
15,78,No,4,57,65
16,74,Yes,7,87,63
12,72,Yes,6,99,62
20,68,Yes,6,95,66
10,71,Yes,6,86,62
21,64,Yes,6,51,61
20,74,Yes,6,67,63
21,61,Yes,6,93,65
17,67,No,5,83,64
38,90,Yes,4,60,74
28,73,Yes,4,73,70
13,87,No,10,54,63
21,89,No,7,76,68
16,83,Yes,9,95,69
14,98,Yes,7,52,70
12,61,Yes,7,81,62
23,90,Yes,7,62,71
16,98,No,8,100,69
26,94,Yes,5,53,69
26,67,Yes,6,81,68
28,73,Yes,7,63,65
15,67,Yes,4,94,65
23,84,Yes,9,56,65
24,88,No,9,71,72
17,73,No,4,59,63
15,82,Yes,6,90,68
30,88,Yes,7,68,72
21,77,Yes,8,59,66
24,94,No,9,86,71
15,91,Yes,6,91,67
13,63,No,10,73,61
17,85,Yes,7,69,70
19,69,Yes,7,82,64
14,82,Yes,8,83,64
20,98,Yes,7,83,68
10,95,No,7,64,70
13,76,Yes,10,97,65
24,72,No,7,61,67
24,69,Yes,6,69,65
18,81,Yes,6,64,65
14,65,Yes,9,97,65
14,82,Yes,8,91,66
18,60,No,5,91,62
24,73,Yes,5,50,63
26,69,Yes,7,84,63
17,99,Yes,8,62,70
13,89,Yes,6,98,67
22,74,No,4,77,66
15,64,No,5,78,63
17,81,Yes,9,68,66
28,69,No,8,77,67
25,81,No,9,87,68
21,93,Yes,9,78,67
12,85,Yes,6,82,66
21,85,Yes,6,74,71
26,82,Yes,7,86,69
18,97,Yes,8,95,72
28,97,Yes,9,53,70
28,81,Yes,10,55,68
30,72,No,8,84,68
22,78,Yes,8,69,67
24,67,No,10,64,62
28,85,No,7,59,67
23,80,No,9,79,69
17,64,Yes,8,67,64
17,68,Yes,8,75,66
21,79,Yes,7,98,69
12,96,No,5,88,70
19,83,No,8,90,69
27,87,Yes,8,56,72
7,74,Yes,6,66,61
29,83,No,7,55,68
27,78,No,6,98,68
17,86,No,6,84,66
23,62,No,6,51,65
20,80,Yes,5,74,66
27,72,No,6,63,67
26,73,No,8,77,68
12,98,No,9,59,67
24,67,Yes,10,53,63
19,72,No,6,66,64
20,80,No,9,65,66
16,95,Yes,8,86,69
30,77,Yes,7,74,70
26,90,No,8,65,72
16,94,No,9,79,71
12,72,Yes,6,54,63
18,76,No,6,83,68
23,74,Yes,6,57,67
21,93,No,6,64,69
28,62,No,9,64,65
25,72,Yes,6,73,69
26,87,No,6,98,71
22,83,Yes,7,66,67
12,77,No,7,64,64
19,82,Yes,6,58,68
26,68,Yes,10,70,67
20,77,No,6,59,62
23,80,No,7,57,68
18,96,Yes,4,93,72
14,70,Yes,7,53,61
19,95,Yes,5,86,67
22,86,No,6,60,70
16,61,Yes,4,51,59
19,89,Yes,6,90,70
14,61,No,7,85,60
27,100,No,7,67,74
18,95,Yes,6,54,68
29,72,No,7,68,67
29,70,No,6,59,67
20,75,Yes,7,97,66
14,74,No,7,76,63
7,75,No,7,98,62
11,73,Yes,7,68,64
12,85,Yes,6,78,68
28,67,No,8,60,65
21,94,Yes,8,90,71
22,92,Yes,7,52,68
7,79,Yes,9,85,62
13,94,Yes,7,70,68
25,70,Yes,7,79,68
22,61,Yes,7,80,67
19,85,Yes,7,86,67
23,78,Yes,6,60,70
30,83,Yes,4,77,69
19,96,No,7,71,70
20,99,No,8,64,69
21,85,Yes,5,75,70
34,91,No,9,98,72
7,63,No,5,97,59
24,66,No,6,64,64
19,89,Yes,10,94,72
23,77,Yes,8,94,70
16,78,No,7,62,63
20,72,Yes,7,80,66
24,84,No,9,93,72
39,67,Yes,5,76,71
25,85,No,9,68,71
15,67,Yes,6,83,62
17,63,Yes,8,59,62
17,73,No,6,58,64
9,69,Yes,10,92,65
18,96,Yes,7,52,68
24,62,Yes,5,90,67
12,67,Yes,8,65,61
26,82,Yes,9,74,68
23,79,No,9,77,68
16,62,No,7,88,62
19,60,No,8,94,62
30,100,Yes,6,90,74
24,86,Yes,8,79,68
20,75,No,8,67,66
19,79,No,4,76,67
20,71,No,5,52,65
17,74,Yes,7,62,66
7,86,No,7,68,67
32,95,Yes,7,66,76
21,67,Yes,7,55,66
22,94,No,9,53,68
20,65,Yes,8,71,63
16,69,Yes,4,54,65
19,61,No,10,64,63
10,66,No,4,74,59
34,97,No,8,60,74
13,78,Yes,5,54,62
14,63,Yes,9,72,59
17,98,Yes,7,72,71
28,95,No,8,96,73
20,90,Yes,4,56,68
13,97,Yes,8,81,68
28,69,Yes,8,66,66
24,93,Yes,8,56,69
23,88,No,8,70,70
24,95,Yes,7,71,74
34,92,No,7,68,75
33,74,Yes,6,88,71
16,91,Yes,6,92,71
30,70,No,9,57,65
22,73,No,6,58,65
23,64,No,4,71,65
10,97,No,6,66,67
19,72,Yes,8,91,67
15,81,Yes,7,100,67
25,76,Yes,8,59,71
26,98,No,4,88,72
8,73,Yes,4,80,62
20,91,Yes,7,82,70
27,94,No,9,63,72
19,77,Yes,4,55,64
24,75,Yes,8,77,66
22,90,Yes,9,81,69
22,97,No,7,98,71
18,90,No,8,84,68
13,69,Yes,7,72,63
13,96,Yes,7,100,71
24,76,Yes,8,69,65
20,83,Yes,10,58,66
19,93,Yes,6,81,68
17,68,Yes,7,63,61
18,91,No,6,96,71
26,84,Yes,7,71,70
18,96,No,7,57,66
12,67,Yes,9,57,61
24,77,Yes,9,82,67
19,93,Yes,8,68,72
20,61,No,9,68,65
30,64,No,6,81,68
20,100,Yes,6,61,70
22,71,Yes,8,57,63
13,99,No,7,83,69
19,67,No,10,50,62
24,74,No,4,95,71
11,90,Yes,8,59,64
21,86,No,8,72,69
21,83,Yes,6,61,71
20,81,Yes,6,61,63
26,94,Yes,6,92,72
22,69,Yes,5,79,66
29,78,Yes,9,66,69
14,66,Yes,10,63,60
21,84,Yes,6,61,68
21,70,No,6,78,65
14,73,No,5,87,67
26,79,Yes,5,63,66
34,61,Yes,6,67,68
20,64,Yes,9,86,63
23,87,Yes,10,87,73
21,77,Yes,6,60,66
16,95,Yes,6,69,67
9,88,Yes,5,93,66
16,60,No,8,87,60
12,85,No,8,58,67
30,64,No,7,69,67
19,91,Yes,6,99,70
18,100,No,9,76,69
25,81,Yes,8,86,68
13,87,Yes,8,55,67
15,69,No,8,92,63
20,78,No,7,80,70
26,94,No,6,59,71
23,67,Yes,8,69,67
21,71,No,8,54,64
20,78,No,8,89,66
22,88,Yes,5,87,70
21,75,Yes,8,75,65
14,97,Yes,7,73,68
20,64,Yes,6,73,65
14,75,No,8,52,65
20,88,Yes,7,68,69
17,69,No,10,56,63
35,86,No,8,59,70
20,67,Yes,7,98,64
12,62,Yes,7,63,62
19,65,Yes,5,74,66
23,97,Yes,9,94,73
30,82,Yes,7,71,72
16,92,Yes,7,76,68
11,73,No,5,58,62
25,84,No,8,64,67
12,80,No,6,75,62
17,98,No,6,68,72
18,90,No,7,52,67
20,89,Yes,6,70,68
24,62,Yes,6,91,65
16,82,No,7,56,79
18,79,No,9,51,66
20,97,Yes,8,56,68
21,70,Yes,8,84,65
21,71,Yes,8,90,67
23,76,Yes,6,52,67
25,70,Yes,9,94,67
22,65,Yes,4,81,68
23,94,No,8,76,72
11,82,No,8,63,65
20,94,No,7,69,65
23,93,Yes,6,97,70
24,71,Yes,7,96,67
16,82,Yes,6,81,68
16,63,No,8,79,63
17,97,Yes,8,61,68
23,76,Yes,8,98,69
26,76,Yes,8,88,66
18,72,Yes,8,69,64
25,78,Yes,8,91,69
21,70,No,6,61,62
19,75,Yes,5,61,65
19,92,Yes,7,90,70
24,93,Yes,8,78,72
22,72,No,5,78,66
34,79,Yes,7,79,70
15,95,No,9,56,67
23,62,Yes,7,67,65
17,96,Yes,9,79,68
15,69,Yes,9,62,62
20,87,Yes,7,75,68
21,83,No,6,78,69
38,82,No,6,97,72
19,94,No,7,62,65
13,64,Yes,5,72,63
22,74,Yes,5,99,68
8,82,No,4,59,62
19,92,Yes,7,89,69
20,69,No,10,59,65
25,92,No,4,93,74
26,76,Yes,7,74,70
17,68,Yes,7,99,65
19,90,No,7,59,70
15,64,Yes,9,84,59
13,81,Yes,6,85,63
22,63,Yes,4,86,64
12,74,Yes,6,55,63
18,84,No,6,64,67
14,82,Yes,4,67,65
23,76,No,7,66,67
31,77,No,5,84,73
12,69,Yes,7,53,64
9,78,No,6,87,65
19,98,Yes,5,76,72
20,94,No,8,59,72
21,66,No,7,61,66
17,61,Yes,7,55,62
19,97,No,8,73,68
22,81,Yes,7,80,67
26,82,No,7,79,69
8,91,No,6,98,67
18,73,No,5,65,63
21,79,Yes,7,88,65
14,99,No,6,86,71
30,87,No,8,53,70
16,66,Yes,7,97,68
20,65,Yes,8,97,65
23,68,Yes,6,70,68
16,91,Yes,5,71,69
9,72,Yes,10,91,62
17,61,Yes,7,75,62
26,98,No,8,90,72
18,67,No,5,52,64
15,60,No,7,63,58
26,69,No,9,55,66
18,69,Yes,5,73,64
17,77,Yes,10,93,68
21,97,No,7,78,69
25,95,No,6,76,71
34,78,Yes,8,68,71
25,76,Yes,9,53,67
27,82,Yes,6,88,71
17,70,Yes,6,79,64
14,62,Yes,7,97,62
20,98,No,8,72,70
21,67,No,7,70,63
14,68,Yes,8,99,66
19,79,Yes,8,57,65
22,80,No,7,63,69
22,61,Yes,6,74,63
23,66,No,7,76,64
22,75,Yes,10,77,66
17,87,Yes,7,61,67
17,69,Yes,9,96,66
13,77,No,6,85,65
31,82,Yes,7,63,72
20,96,Yes,8,65,70
19,73,Yes,9,94,67
14,65,No,9,69,64
38,80,No,5,78,72
14,90,Yes,9,56,65
17,64,Yes,10,63,62
22,77,No,6,71,67
24,61,No,6,83,64
26,61,No,7,64,63
31,79,No,7,98,72
23,72,No,6,61,66
14,94,Yes,5,89,70
18,84,Yes,9,68,66
22,78,No,6,92,70
32,76,Yes,6,96,67
12,80,Yes,7,59,64
27,62,No,5,75,67
21,96,Yes,5,58,72
25,100,No,6,85,72
19,67,Yes,8,92,68
15,65,Yes,7,69,64
25,66,Yes,4,70,66
24,86,No,9,60,68
26,86,No,8,65,66
20,94,Yes,7,66,70
16,90,Yes,7,58,70
11,78,Yes,8,65,62
25,85,Yes,10,95,69
23,88,Yes,8,66,69
14,81,Yes,7,64,66
17,79,No,5,69,68
17,86,No,7,98,71
11,82,Yes,8,88,64
15,86,No,7,60,67
13,85,Yes,6,88,68
18,89,Yes,8,88,67
16,86,No,6,98,68
10,81,Yes,8,95,69
32,87,Yes,6,55,71
28,78,Yes,4,73,68
15,70,No,6,85,65
22,60,No,7,99,63
23,82,Yes,8,54,65
27,84,No,8,68,72
15,99,Yes,5,75,67
27,74,No,7,71,69
17,76,No,6,73,67
12,68,Yes,6,68,64
24,63,No,6,99,62
28,91,No,7,90,71
36,70,No,10,87,70
13,84,No,10,71,64
24,88,Yes,6,94,69
18,79,Yes,7,55,65
25,95,Yes,7,57,73
11,78,Yes,7,98,64
12,71,Yes,8,78,64
15,96,Yes,7,58,70
